train_times,steps,reward,Q loss,update_QNet_times,G loss,update_G_times,D loss,update_D_times,W_D
630,724.2,0.011312862225593499,846.114154658484,67,-10.981813485985711,124,-0.6269625707692088,81,0.711832928121153
0,289.0,0.15846649094169996,nan,1,nan,1,nan,1,nan
5,544.5,0.06516997710486247,1571.6880541992189,2,-8.528101078669229,2,-0.6703767903645833,2,2.1931688880920412
10,629.6666666666666,0.047370431991311905,1637.4111165364584,2,-10.151972900496588,3,0.18368879479149142,2,0.5974260568618776
15,672.25,0.028735964403083798,1674.5615387641058,2,-10.740929156762581,4,0.12835206951187153,3,0.4089783304708976
20,697.8,0.016776304009102853,1657.1025619506836,3,-10.987089799510107,5,0.4987681597507454,3,-0.06353504313362957
25,659.1666666666666,0.027182342505844947,1663.8822997233074,4,-11.144240397347343,7,0.5740210163589152,4,-0.21533702045016812
30,679.2857142857143,0.01805926390843715,1578.9554836793932,5,-10.837961151360204,7,0.0455201301282695,5,0.2741012270993026
35,654.75,0.023695893953520175,1593.4552066559047,6,-10.98702090613696,9,0.13748477275605792,6,0.15364852017556194
40,670.8888888888889,0.01521494891796208,1541.1852162243072,7,-10.77619259669667,9,-0.10720860824408385,7,0.38040339987429367
45,653.2,0.021168112341095346,1554.087567416398,8,-10.887914931753114,11,0.04424297155922427,8,0.20610113592164653
50,704.3,0.0018856347215736216,1510.3454477422806,9,-10.728009564233204,11,-0.25249322261340507,9,0.4915132144216508
55,688.0,0.0066175641128897265,1528.3340196010042,10,-11.072550793905107,13,-0.16147249896255234,10,0.2559887767292205
60,685.0,0.005558858519674295,1485.278376968626,11,-10.940280481772447,13,-0.3940367421258449,11,0.4947314195557245
65,685.0,0.004990755808276119,1470.2975116528708,11,-10.877804473569155,14,-0.3322507451324621,11,0.4362616172290984
70,685.0,0.0028731608715370704,1475.7014442293682,11,-10.86708683258642,15,-0.2720102735400821,11,0.3762963685383872
75,718.4,-0.005725733270865507,1472.5063112134178,11,-10.841423711045078,16,-0.14707019770528312,11,0.2522811111268543
80,718.4,-0.006819190859525812,1527.869255055261,11,-11.064946762291843,17,0.24135329885995152,11,-0.14292487000662185
85,750.1,-0.015746833656743536,1526.7682177017455,11,-11.031556844282402,18,0.21361795329071925,11,-0.11823063425790696
90,694.6,-0.0014860590866623863,1576.181346811446,12,-11.25038476303141,20,0.5700650327147117,12,-0.4852003148548187
