train_times,QNet loss,G loss,D loss,Wasserstein D
5,0.04582012340012524,-0.012118813274342017,-7.098643334530019,8.966629762685754
10,1.0339688493311405,-0.07203995543532074,-3.8944174925486252,4.327458098994361
15,1.4546377996035982,-0.11127501832587376,-2.757432436034793,3.0132088373956223
20,26.019539848963422,-0.2952683287569219,-3.494998101658292,3.8774691025416055
25,95.46977102915446,-0.16305362066098797,-1.3701344760921264,1.9021930281321207
30,201.00441121419271,-0.9955576916949616,-1.730444799131817,1.9523984516991508
35,514.4002237955729,-0.30387582425028076,-2.5679226888881788,3.1426641069518193
40,761.3932993570963,-0.34076235646175,-0.873078156374395,1.1885041239526537
45,878.0898081461588,-0.10939772903091374,-0.8102898856707746,1.2626549524731108
50,213.53476053873698,1.60172790951199,1.1098551710281108,-0.8959481652577719
55,474.3992035929362,2.2009297288126417,-0.38292348793397346,0.6521051585674288
60,529.9367125447591,1.5892212195528876,-1.5999032574064203,2.124319384959009
65,255.00653955078124,1.3360051095485685,1.2761690479914347,-0.8371386108398438
70,313.8732204691569,0.7947925598464078,-1.444683246480094,1.8734224994811748
75,353.213227742513,0.29780006865039466,-1.1452322132057617,1.502272287540966
80,216.2134215291341,-0.22573403790593147,-0.7350131908607567,1.098800074474679
85,167.36805778503418,-1.1706225394323053,-1.0808689222981531,1.2222116057285004
90,294.384694519043,-1.8382289644951624,-1.3737655395683315,1.5134810037828152
95,219.80658665974934,0.027172438779638864,0.4640273397829797,0.24662767956240317
100,192.8206883494059,-1.9047901173432666,-1.7017981019616126,1.857909831404686
105,258.03700215657557,-1.6480657392077975,-2.475346572332912,2.7592765027946897
110,282.2663801269531,-1.4771392240126926,-1.7024066919585068,1.8723746019005776
115,507.49270589192713,-1.6244191821561091,-1.045604564167766,1.1796554975046052
120,563.725138244629,-1.281211874447763,-0.09100332648389857,0.6184800773196749
125,326.7724584452311,-1.8594111988941826,-3.533218339284261,3.9185665739907165
130,321.4665623779297,-2.3239999433358514,-1.6058043211003141,1.8400533415873845
