train_times,steps,reward,Q loss,update_QNet_times,G loss,update_G_times,D loss,update_D_times,W_D
231,721.3,0.015416664398854002,506.7293798141433,20,-1.757032222899126,25,-0.38454622728475735,19,0.813749769872946
238,697.8,0.010976362299436777,466.4851551548303,21,-1.6936632850791178,25,-0.04455473694253977,19,0.5052345402889122
245,676.9,0.02068667733118008,461.1418042637171,22,-1.904461747547598,26,-0.29502333746248743,20,0.6604518863180615
252,690.7,0.015390923042825803,508.1225510724504,22,-1.8897567613397606,26,-0.10019527533112708,20,0.5111230907439686
259,700.4,0.01324246323689216,615.2753349731199,22,-1.8945416215582367,26,-0.18628691266483427,21,0.5609928715841728
266,700.4,0.014513527997743428,631.6049372001039,23,-1.870984408554445,26,-0.17381629309218255,21,0.5337514296417762
273,700.4,0.017508240821654378,683.7010514913403,23,-1.953783975520291,27,-0.2035352270003627,22,0.5542905358776303
280,700.4,0.01715575622462367,661.4972892025656,24,-1.812499041550203,27,0.07133257321266427,22,0.3014729083762373
287,732.9,0.006346906455556141,578.0857149787294,24,-1.9132701518274122,28,0.08210776299319096,23,0.30894876267138055
294,726.9,0.007606983039619405,602.0431368879838,25,-1.8095099159347736,28,0.12478811140981656,23,0.2821002244990105
301,732.9,0.0005160882732256691,597.609361336448,26,-1.8753579437753523,29,0.17171260902237906,23,0.21510308781893178
308,769.8,-0.005688190005797001,595.3173772780513,27,-2.125972168775367,30,-0.0866491188978111,24,0.42425298263907896
315,790.7,-0.016564406395937863,640.6282558064646,28,-2.26585522870087,31,-0.22543605102846573,25,0.5624612755604632
322,790.7,-0.015781240462485257,630.0768502976058,29,-2.384088102906531,33,-0.32091762721459255,26,0.5862543600738789
329,735.7,0.004383598869249971,535.4248388803986,30,-2.452435547113687,34,-0.30471793132533104,27,0.5661705087087133
336,735.7,0.006673724391005604,482.5465787220413,31,-2.4985910025620117,34,-0.6054733664410332,28,0.888839367437425
343,735.7,-0.0005929834619895983,477.72393720767207,31,-2.562541166311842,35,-0.5769468607872719,29,0.8617745921225926
350,735.7,0.0015005697399554257,511.1629355281153,31,-2.8029924726648554,36,-0.8481233066557887,30,1.108515975517617
357,735.7,-0.0012836608209780115,507.59802725886885,31,-2.6840763275484685,36,-0.7548845492177179,30,1.0276305320823744
364,725.7,-0.0037970837548112145,541.1959803795091,32,-3.0718266875929268,38,-0.998436594710942,32,1.2357173824576664
371,725.7,-0.0003602718692872826,535.1101146746439,33,-2.9854115676790203,38,-0.9366632626076579,32,1.1693874523854721
378,725.7,0.0006486893582917034,557.119209468781,33,-2.949220371470052,38,-0.9601877976066516,33,1.217776740115116
385,725.7,0.002697068985394905,560.1844202980162,34,-2.897615665468392,40,-0.8694267513611349,34,1.1182623993000262
392,723.3,0.004775158575763356,538.2096406494626,35,-2.900890462241436,40,-0.9485078233270045,34,1.2074964288868524
399,778.3,-0.016438495927123573,552.8659845091805,35,-3.006556812211595,41,-0.9078791439692397,34,1.168896184873289
406,778.3,-0.013914515488296097,616.4138534521678,36,-3.194411344541405,43,-0.8010921278741783,36,1.0312708161485493
413,778.3,-0.008726951988047366,615.8161602541,36,-3.252495266992855,44,-0.8295974520701304,37,1.0648880237267997
420,755.3,-0.006883277562916744,620.586719241672,37,-3.325374189030044,46,-0.72502331901115,39,0.9576344675320403
427,755.3,-0.0057575848017833355,603.4941210241166,38,-3.431639953460741,46,-0.7458576613936139,39,0.9532742779318578
434,774.6,-0.009200174790660714,617.9248644250537,38,-3.4327858224338685,47,-0.7331617688829887,40,0.9402521258079146
441,774.6,-0.011687497359122683,672.2535981514341,38,-3.763265786673282,48,-0.9597239859243263,41,1.1514743865804657
448,763.8,-0.006780456923487249,653.4057694843838,39,-4.063835460444292,49,-0.9419901711691082,42,1.1141936646354575
455,763.8,-0.011464269582798555,660.5531292735509,39,-4.312825608683957,50,-0.9969587938881197,43,1.1823140087255408
462,766.2,-0.020149986014977306,680.6541974251157,39,-4.5548484746236655,51,-1.044006003409757,44,1.213671394657994
469,766.2,-0.021931715526857902,684.073122988383,39,-4.759893975636316,52,-1.2207749691155132,45,1.393840807269963
476,766.2,-0.025728899107230994,680.6143111176264,40,-4.84636106401682,53,-1.1962904566379027,46,1.371492025015373
483,766.2,-0.02819928474500737,646.8322114646547,41,-4.8278145162879476,53,-1.1606224221971684,46,1.3397763231874458
0,794.5,-0.010975578539342359,nan,1,nan,1,nan,1,nan
7,797.25,-0.020808307925263163,856.6659160795665,2,-1.7964811684593323,2,0.37091058836141155,2,-0.08694426876211918
14,798.1666666666666,-0.025462592465198036,857.9073433285666,2,-1.7810032353514718,2,0.1575127462741904,3,0.07258498417952708
21,798.625,-0.02529604995501809,876.5396476624504,3,-1.735453028369833,3,-0.024953429076436256,5,0.21948207172136458
28,798.9,-0.026158073230781752,892.0174169631232,3,-1.686202891525768,3,-0.13833023953410456,6,0.31490861293342376
35,799.0833333333334,-0.03322737545905371,895.1593010312035,3,-1.6596881823880332,3,-0.19894008529816,7,0.3675918934458778
42,799.2142857142857,-0.029243807477154386,889.09484359499,4,-1.6589258832748603,3,-0.17770802971165353,7,0.33331468866931063
49,799.3125,-0.028765467512187698,881.1238075827254,5,-1.65736768663335,3,-0.15590705005219735,7,0.3040400368353677
56,799.3888888888889,-0.0248247751454625,883.7220495950608,6,-1.6494976736250377,4,-0.23600696445782743,9,0.3788344776878754
63,782.15,-0.01583279907908056,885.8521956509383,7,-1.64303707740084,5,-0.21818496663373035,10,0.36164402534406653
70,782.7,-0.019278063199521762,847.6221139284164,8,-1.6832737920145509,6,-0.13871051291220637,10,0.2925416394532042
77,782.7,-0.018542584999321602,850.1640958852615,8,-1.6642218099069344,6,-0.19401657718073614,10,0.3425208851537377
84,782.7,-0.02118440961723262,851.0996579318577,8,-1.6499646199443354,6,-0.1910950134742128,10,0.33744573460054145
91,782.7,-0.018758063120119215,846.8452734278119,9,-1.650503721202492,7,-0.1624876083784229,11,0.30657058081298916
98,782.7,-0.012871707230232843,843.5794355604385,10,-1.6541980306622843,8,-0.12438850312082284,12,0.2794913312162041
105,775.1,-0.004922211830599396,841.1244799998449,11,-1.658743343640257,9,-0.03178311450705027,13,0.1944222781235579
112,775.1,-0.005286658747336807,823.1898584614103,12,-1.6726189484858296,10,-0.05646734397772144,14,0.2358033137254958
119,775.1,-0.0018398773689804013,819.8183447096084,13,-1.6790500867174702,11,-0.03594533625349559,14,0.22177892461841986
126,775.1,-0.00648064492467319,812.1817532324413,13,-1.6905632837610558,12,0.005648770327803021,15,0.18397266733454307
133,792.4,-0.017112025616065018,812.7869591461666,13,-1.6931745773929425,12,0.007291686388136713,16,0.18297385404220623
140,792.4,-0.015432166755108306,852.7755948457263,13,-1.646857326878786,12,-0.09108117180610341,17,0.27372273983334394
147,781.7,-0.01312582654710121,859.2596313040598,14,-1.6355955547154555,13,0.009154417543036374,18,0.19907763610627577
154,781.7,-0.00910511532865008,832.3005692661831,15,-1.6555038650417742,14,0.015056661932537019,18,0.19815971477697428
161,781.7,-0.006846972452179125,835.2437337065197,16,-1.644934417952019,15,-0.0028059403777477123,20,0.2144617711652237
168,781.7,-0.011992578707324944,835.6422505812874,16,-1.6408812838001512,15,-0.005232955061431438,21,0.21814143339853093
175,789.3,-0.012173636875176082,840.4821377679734,17,-1.6294310191854258,16,-0.11255152007375682,23,0.3189115258489681
182,789.3,-0.012677956511891669,857.553722342355,18,-1.624335091710091,17,-0.07952497268911629,23,0.2877530425995115
189,789.3,-0.015093544521108277,866.1906009899321,18,-1.6164395729889947,18,-0.11800640775322442,24,0.31776092084816526
196,789.3,-0.016130375602618107,870.9939803176154,18,-1.6116531866599644,19,-0.12758725424240983,25,0.33296708717421886
203,789.3,-0.019268025774813482,866.7367439168295,19,-1.6163928944156285,20,-0.11887713361874461,25,0.32718885713815693
210,777.9,-0.00701527268211753,866.581587797619,20,-1.6149918979311746,21,-0.03706018799682341,26,0.2555857579310735
217,788.6,-0.008913390399389074,832.0571482282364,21,-1.6475355484561316,22,0.03774458330683408,26,0.17233639510567228
224,788.6,-0.006289040417028327,861.8941282842728,22,-1.621390963660346,23,0.03400554407535802,28,0.16805305983339036
231,788.6,-0.011342606865876067,862.2592685634069,22,-1.6193122932078345,23,0.056576732743442736,29,0.15694957366538426
238,788.6,-0.008797293187228862,862.1334922543481,23,-1.6144079004677514,24,0.07008104973598309,31,0.13317502803745723
245,788.6,-0.010037290224659306,860.554260817755,24,-1.6141492049561605,25,0.1122564942456989,33,0.10155193882329121
252,788.6,-0.010214959620209586,863.0751309901647,24,-1.598511314789454,25,0.03101756187621506,34,0.1664162334847072
259,788.6,-0.00782326696700012,862.0844880865188,25,-1.5908390886443002,26,0.0629835959523177,35,0.14377343728901848
266,788.6,-0.0037037565393541415,861.9699938354494,25,-1.5819411837108552,26,0.11411546875375309,36,0.09061895418261724
273,788.6,0.0028952006759744124,856.664656703404,26,-1.5841995585248585,27,0.13791877613617257,36,0.05993953171703549
280,800.0,-0.011361017931288553,854.6688957257953,27,-1.5937966622719688,29,0.06884423506542274,38,0.12309558730749856
287,800.0,-0.012041710299525926,880.6017955235071,28,-1.5720364704018548,30,-0.09509464580602647,38,0.2641095113517746
294,800.0,-0.01646995741023456,874.6866129993257,29,-1.5831373919570257,31,-0.15962897512285656,39,0.329380600263202
301,779.3,-0.008297232827135672,864.8616876729329,30,-1.6028999070326488,32,-0.1997141594950494,40,0.35656979516858145
308,779.3,-0.009333283446830456,813.1858306230818,31,-1.6843504729409697,33,-0.15081624374867825,40,0.3161995605564622
315,779.3,-0.011415976445737224,804.8301991562615,31,-1.7013929244702457,33,-0.09091972833450034,40,0.2460933892909812
322,779.3,-0.016365196142291306,795.2279840741838,32,-1.7145048740994995,34,-0.03597772737191348,41,0.18991200430367988
329,779.3,-0.0195772318171448,786.8401280430385,32,-1.7330920416369011,35,-0.045775579411324555,41,0.19114506970637687
336,779.3,-0.01907063419836532,783.7471072678338,33,-1.7323866780472812,36,-0.04319807565433499,42,0.18027361158656063
343,779.3,-0.019089856089170968,785.2607103620256,34,-1.727264896949763,37,-0.02732741558098937,43,0.1741908521721603
350,779.3,-0.017665270385152292,786.5018539138067,34,-1.7032711510778102,37,-0.03756354051777629,44,0.1848637067167847
357,779.3,-0.013584798271030245,787.2082597714378,35,-1.6982237322620617,38,-0.03671811537612622,46,0.18091683172359668
364,779.3,-0.011777372786490664,786.2897596668062,35,-1.6914481040188876,38,0.03471815387730701,46,0.11502462887417071
371,800.0,-0.021396868371053222,790.8830316234771,36,-1.6753708282318065,39,0.1181081846647369,47,0.044902376138344
378,800.0,-0.01893350734281116,836.0842365301223,37,-1.5931081979047685,40,0.07004795576837505,49,0.08180285490221448
385,800.0,-0.016349978882602447,840.600520157587,38,-1.5755580405394236,41,0.04916723325442051,50,0.10977394469200619
392,797.8,-0.008818976944089132,850.8758822123209,39,-1.5463262232996169,42,0.05296706991469756,52,0.12502952949395257
399,797.8,-0.010599391802447991,852.283218950544,40,-1.5235354976521598,42,0.07956754827990184,52,0.11461397686174937
406,797.8,-0.012385754342847003,852.6412978108725,41,-1.5220018496116003,43,0.09386550708082579,52,0.10858560528547045
413,797.8,-0.014525772902415798,849.4373747108096,42,-1.5287278017827446,44,0.03069809321905414,53,0.171518960434293
420,797.8,-0.013800206493694293,833.7889955502463,43,-1.5601723823755507,45,0.09529902632606943,53,0.10266865937482743
427,797.8,-0.016470494048938397,834.7808122035434,44,-1.5606242847821068,46,0.11451460495317681,54,0.0821108244761588
434,797.8,-0.01654612288801558,839.511913655599,44,-1.556856040585609,47,0.12809183015879835,54,0.07750393111081351
441,797.8,-0.01425023283475046,836.9618889944893,45,-1.5645145453630933,48,0.0902005069203941,55,0.11089445013848562
448,797.8,-0.019550118121197425,837.362871268136,45,-1.578628523529522,49,0.04086308894464599,56,0.1552066264881028
455,797.8,-0.023557358357141844,830.0245693969725,46,-1.596218417703159,50,0.005229996665794814,57,0.17829549637578784
462,800.0,-0.027452453527951552,824.3258625866117,47,-1.6199440344458533,52,-0.017959095898734782,59,0.17874822633133994
469,800.0,-0.02719264263646904,819.2006084260487,48,-1.6471435148564595,53,-0.05802577192325973,60,0.2089976845847236
476,778.5,-0.018727890992876552,813.694597596668,49,-1.6610355244269446,54,-0.02615930340452387,60,0.18387887072941614
483,778.5,-0.018725774017331293,772.4438522774832,50,-1.707236489685124,55,0.07660851795687071,60,0.09052562490342154
0,800.0,-0.03182654902168279,nan,1,nan,1,nan,1,nan
7,800.0,-0.012460482082280788,814.7921462286085,2,-1.5341384590618194,2,0.03126363736976469,2,0.0934348304593374
14,800.0,-0.015213688839614764,762.8833641052246,3,-1.6459595040669517,3,0.5468527232658946,2,-0.4103878868714212
21,800.0,-0.02310282607089882,794.4418582250202,4,-1.5621401636846481,4,0.42991365691173883,4,-0.3111818288526838
28,798.0,-0.01585877760405976,781.7261709485736,5,-1.5792649303755115,5,0.3030274076110107,5,-0.2050831660746582
35,798.3333333333334,-0.013172541764474107,790.719191066197,6,-1.567450865582814,6,0.16934905827104574,7,-0.07216191929484173
42,798.5714285714286,-0.013896649357656096,787.4179344419449,7,-1.583387389345459,7,0.3020187341120271,7,-0.2100635337372306
49,798.75,-0.012257909225104375,801.0749176336794,8,-1.5703549587131895,8,0.4881201208941849,8,-0.3996035670139352
56,798.8888888888889,-0.014513217264420682,809.0709055310203,8,-1.562478121961393,8,0.4327728664059939,9,-0.3439213148953896
63,765.1,-0.007116827325122971,816.9310277464527,9,-1.5576519407397644,9,0.36573622719256615,11,-0.2739370525514008
70,765.1,-0.0048378251942636724,756.0416854100648,10,-1.6653806225715582,10,0.4271686545501267,11,-0.31664681713191833
77,729.0,0.009465464409887462,758.3477571002156,11,-1.6734215384032454,11,0.4194661882920127,13,-0.3153741845671012
84,697.0,0.02034928970367069,708.188659606726,12,-1.7635199923904572,12,0.5384778235691374,13,-0.4161810186687781
91,697.0,0.01834996942691567,646.1519656527772,13,-1.8844790127440914,13,0.6654098914448772,13,-0.5254575443740874
98,698.0,0.013776131870321512,657.3927707355524,13,-1.8796577694295755,13,0.72480624211365,14,-0.5795445007038494
105,698.0,0.005776864775856069,657.5653589749497,13,-1.8846096946741717,13,0.7721097721297361,15,-0.630219695005152
119,688.8,0.005092438544984107,640.4257905965509,14,-1.9020192324562284,14,0.5471617313372501,17,-0.4040201077772597
126,688.8,0.008652943130536963,628.5561044262454,14,-1.9244638677074402,14,0.48968695099141196,18,-0.35057318860662273
133,722.7,-0.0036715547643787192,625.7315750508966,14,-1.9222234427376006,14,0.5181306301514217,19,-0.38509933486903386
140,722.7,-0.0028728674843073567,690.4679066449355,15,-1.8037569441108623,15,0.4271298053326561,21,-0.31351343598311227
147,758.8,-0.022673094178977393,696.1034729058638,15,-1.790141352972734,15,0.614107283408532,21,-0.5029063808081863
154,790.8,-0.027676526853645782,750.8687916619673,16,-1.686751164575811,16,0.3561311373389845,23,-0.2741449747829432
161,790.8,-0.022818415786115327,809.0554979101405,17,-1.5851569834231125,18,0.3509717996369356,24,-0.29064915957044907
168,790.8,-0.0218913291639865,802.9984747981613,18,-1.5960045427578522,19,0.3864551476968323,24,-0.33144864233326266
175,790.8,-0.020515515638573182,797.5061053552669,19,-1.6034277835084072,20,0.316097336678126,25,-0.25917761042563603
182,800.0,-0.020592167427610625,791.3865936801133,20,-1.61946443241482,21,0.3181277558093347,27,-0.2640491497856371
189,800.0,-0.02141077159097976,815.9211231122697,21,-1.581282078179102,22,0.2586754782857107,29,-0.2084952333569527
196,800.0,-0.023751926789843607,808.2958988879975,22,-1.5961649871061718,23,0.27172397682354565,30,-0.21474723499445694
203,800.0,-0.01861069391585516,809.3928301565987,23,-1.596597318729711,24,0.3050999233822176,31,-0.249887123249826
210,783.5,-0.01449012612018628,799.1393709963844,24,-1.6296748345806484,25,0.34350541050205863,31,-0.2923366410770114
217,783.5,-0.01227107116289008,759.5147710188608,25,-1.6934504993062802,26,0.2190894377423776,31,-0.1623378095267311
224,783.5,-0.019708811014393646,767.3337117537241,25,-1.6909407795815874,26,0.24854874972771443,32,-0.19120502637492287
231,755.3,-0.010028192339731325,765.9122673131549,26,-1.6911901777146983,27,0.1383697806826482,33,-0.07748063324935851
238,755.3,-0.009006051143460226,709.009110850985,27,-1.7920438230904954,28,0.22076736028069663,33,-0.14535164792859365
245,755.3,-0.006064379785800009,713.1173606824118,27,-1.7825092536983664,28,0.25473636940239913,34,-0.18223399516135927
252,755.3,-0.011689130670936982,708.2681641375829,27,-1.7936399350721366,28,0.2923686858749993,34,-0.2201950987936958
259,755.3,-0.010419689964763681,709.4878819807749,27,-1.7841527873482654,28,0.3528807548716635,34,-0.27865117170507947
266,755.3,-0.012005875963096768,723.8427641465929,27,-1.7496496513880122,28,0.3303164765090194,35,-0.2612599623723636
273,755.3,-0.014910757066519162,722.4382242208815,27,-1.7399121696198427,28,0.24912516281422645,36,-0.180457349753096
280,771.8,-0.021543669614812067,732.0326958962094,27,-1.7005391085352848,28,0.1767798563149122,37,-0.10972176145466542
287,771.8,-0.021133809035496994,763.568096262614,27,-1.6414636255256714,28,0.09768267547829992,38,-0.035562448870568066
294,771.8,-0.015865159019567185,764.7474986557734,28,-1.6337516061606863,29,0.07574840439986143,40,-0.014871774765234163
301,800.0,-0.028164141234267394,766.6323630124047,29,-1.6323349816222037,30,-0.008436295024104512,42,0.06977111464928065
308,781.7,-0.02329714243236662,821.0792975943428,30,-1.519550204962965,31,-0.14961417947149286,42,0.19965018213268312
315,781.7,-0.025428899231027414,785.482481832353,31,-1.582345274287872,32,-0.040000030963592934,42,0.09315811700764161
322,781.7,-0.025278141952746563,790.9397555953738,31,-1.5679387161734872,32,-0.0450401767762378,42,0.09996520715100425
329,781.7,-0.02209986095644019,784.5972007436601,32,-1.5849218085487053,34,-0.12810340986882768,44,0.18262332051519364
336,781.7,-0.022926330813444702,784.4651942492288,32,-1.592857583371735,35,-0.06858077589832691,44,0.12196874643129016
343,772.6,-0.014812478627082615,787.1773845539396,33,-1.5944642855849847,36,-0.07667930331705733,46,0.13000726433263882
350,772.6,-0.01608211352362773,757.506798226713,34,-1.6599799705783067,37,0.0017636189242780376,46,0.055712813452466745
357,772.6,-0.013973783296310726,751.5294419935703,35,-1.671761042650873,38,-0.03826217675393094,48,0.09537031549911992
364,772.6,-0.015140086830265414,748.7854787774244,36,-1.6771311143704366,39,0.11853753628249888,49,-0.06113003195149215
371,767.0,-0.00730518825083452,748.5610966130597,37,-1.6816158987843342,40,0.2055205768031541,50,-0.150665061075192
378,785.3,-0.012003677805349793,741.5638332299789,38,-1.714536912742861,41,0.2197521460752815,50,-0.16112170362111297
385,785.3,-0.005531016738364686,772.4371334250975,39,-1.6741298435183318,42,0.23439361978605494,50,-0.17872932262191873
392,785.3,-0.0012255507342310494,766.9200046641693,39,-1.6955900112271827,43,0.2707688045046631,50,-0.2153024865882566
399,767.8,0.00246755536542322,764.7470150096282,40,-1.709711806022416,45,0.36686339353102704,51,-0.30733181892707406
406,747.5,0.007978945852173961,730.0447311564303,41,-1.7752519444140062,46,0.4123096964723745,51,-0.34341625443196977
413,756.6,0.0028898955643911666,685.4428089074689,42,-1.862484092935167,47,0.5253149182769143,51,-0.4494395588045226
420,756.6,0.006988682601897592,714.5903247158386,42,-1.825738530559801,47,0.5903220677388964,51,-0.5155395991015801
427,756.6,0.0023574425483621924,724.5827299078959,42,-1.822388804586763,47,0.6114012735892722,52,-0.5337314124314358
434,756.6,-0.0011449055194404183,720.6308646153923,42,-1.8326628160038034,47,0.45347465718570235,53,-0.3725407604545627
441,762.2,-0.004805473548170997,719.2962451695914,43,-1.8285322661093648,48,0.5099325793105531,54,-0.4274395940917624
448,762.2,-0.006316379535668905,725.2191787259541,43,-1.8114446364697958,48,0.39115574519438223,55,-0.310098721506419
455,762.2,-0.010560423222937603,730.7607618180532,43,-1.7869080641676511,48,0.27435198667466576,56,-0.1907633009347966
462,762.2,-0.011914940310968495,736.8018181186252,43,-1.7624990681334147,48,0.2127676569943183,57,-0.13015092895459873
469,779.7,-0.01822266749270137,741.5918669176858,44,-1.7360232963685003,49,0.18526224731186786,58,-0.10628345685188101
476,800.0,-0.026244461605734792,779.2925845942422,45,-1.6589120925103544,50,0.19041218451914135,59,-0.11676965971314719
483,800.0,-0.027225883271784,808.0412176876976,46,-1.606302392198926,51,0.12373658866385025,60,-0.052694925812501736
490,800.0,-0.0268931915302927,809.0238490731375,47,-1.58936607362259,52,0.028788363722093868,61,0.0419138348481012
497,800.0,-0.025140457639560833,806.2307759094238,48,-1.5858876167072191,53,0.06431458841868867,63,0.0033878884902076244
504,800.0,-0.026375592577860492,807.2185731070382,49,-1.5759690217792042,54,0.030749178306894387,64,0.03894768803365647
511,800.0,-0.03077901496351606,806.498026137579,50,-1.5749296566560154,54,-0.08070802254188394,65,0.15322301367445598
518,800.0,-0.029524981176229453,809.1796790059408,51,-1.5608031375067575,55,-0.05470340023083348,66,0.1222737597141947
525,780.7,-0.023472062499806,807.8148718915666,52,-1.5614364529176363,56,-0.018050423980143598,67,0.0823017535796241
532,780.7,-0.023877926432108103,768.2426090131487,53,-1.6372656833084804,57,0.03669326891486961,67,0.03487059653436063
539,780.7,-0.026576607395360486,771.9423816862561,53,-1.6325230670117197,57,0.04583647800446856,67,0.024820418255354332
546,780.7,-0.02182998818905442,759.583750239781,54,-1.6509749208177837,58,-0.03778913852936101,68,0.10365277911147111
553,780.7,-0.020665267180538818,773.8254546755836,55,-1.6134976414934037,59,-0.06119546567784655,70,0.12417333523117044
560,780.7,-0.022984282558268086,767.481512458438,56,-1.6154232448765211,60,-0.1399630989191965,72,0.2026459588339089
567,768.0,-0.0144387659962283,768.3000872730074,57,-1.607759041516554,61,-0.1652746184136246,74,0.22895558538102598
574,768.0,-0.012562625559003292,741.8701665693011,58,-1.6615875206816764,62,0.05472323962868677,74,0.0032600935051050107
581,766.3,-0.003936666747487904,745.7959624023437,59,-1.6545039923938494,63,0.039064889964691894,76,0.011825567042701452
588,766.3,-0.003533326225583875,745.2734202590216,59,-1.6619276981788969,64,0.25716958350129426,76,-0.20707561671386956
595,763.0,-0.0021077227023443374,756.0581135137649,60,-1.6448341338218202,65,0.25017483103780874,78,-0.20256198784314766
602,738.5,0.012820637963298964,747.8353253370012,61,-1.6648748436428253,66,0.281224318017917,78,-0.23922556620552432
609,737.9,0.017881463899034354,695.662179410662,62,-1.7712789361249832,67,0.47283710212096397,78,-0.4274277592916338
616,737.9,0.01850569266311081,703.060322009132,62,-1.7632337550606045,67,0.4734748266961514,79,-0.42876857492942666
623,737.9,0.016735647714965662,703.7894101293655,62,-1.772493667243019,67,0.4837591836748289,80,-0.43995235009609707
630,737.9,0.01974593645631658,714.18318002392,62,-1.7587501469632936,67,0.4759469010529832,81,-0.43136317594940704
637,750.6,0.012650956614306649,712.5819261147636,62,-1.7696447406070572,67,0.6289564741259914,81,-0.5865522984266281
644,734.1,0.022033879349348168,741.1707043202719,63,-1.7087254862936718,68,0.4276251054159735,83,-0.37992994854847584
651,735.8,0.016950854755243754,698.083401337881,64,-1.7934792817269685,69,0.5361978232469065,83,-0.4854583697501945
658,735.8,0.020790759060109066,701.4410420093839,65,-1.78265725432565,70,0.34343209783844747,85,-0.29177561319851997
665,758.4,0.015224833664951903,688.7926717352489,65,-1.80660533833283,70,0.40308833729640814,85,-0.3466820824698165
672,782.9,0.0016424114363431358,735.9588703385609,65,-1.7128085617665891,70,0.31638642150009416,86,-0.2606426466347048
679,783.5,0.0025016249472814564,781.8270636543396,66,-1.6206534125186782,71,0.11189364676632325,87,-0.05786856227766263
686,783.5,0.001364088390763003,786.682278381832,66,-1.61849418340852,71,0.17935590650164404,87,-0.12479384433497823
693,783.5,0.0019260023699473505,777.2247124929277,67,-1.632712512940326,71,0.12002422384838898,88,-0.06448558814784203
