train_times,QNet loss,G loss,D loss,Wasserstein D
216,938.9459327697754,-4.718861656056511,-1.9032375816035914,1.986344211631351
220,229.16965223039898,-7.033020706403823,3.3548730467047014,-2.712975835800171
224,963.0000038146973,-4.618693222602209,0.7534003298160518,-0.6575638628668257
228,932.3951972961426,-4.7658382091257305,-1.4546357087635746,1.6059989670912427
232,879.8853874206543,-4.796865267886055,-2.040389602134625,2.1533129165569944
236,950.6743288675943,-4.652638595965174,-1.141040839244508,1.2283315625455646
240,971.2722045898437,-4.6790111942423716,-0.6965978882534223,0.7372527473502688
244,911.8039922078451,-4.705874764257007,-1.5120138805877001,1.5944954279396268
248,263.41021911621095,-7.59414742787679,2.520095430600146,-2.1320162606239315
252,235.72686996459962,-7.223574943012661,2.7154805983934134,-2.170317667722702
256,950.5623008728027,-4.692694505055746,-0.8371319285386966,0.8808683507972295
260,454.77553761800135,-5.960863859565169,1.3011889434764505,-1.1544719135319745
264,906.0224774678547,-4.6831557469235525,-1.6591402142619094,1.7356677605046165
268,704.1177760731091,-5.097037364136089,-0.7681082231303056,0.9919859947580281
272,955.0442380269369,-4.5941767146190005,-1.5010598051258257,1.6519499583376778
276,863.5297559102377,-4.7939490344789295,-0.973739209357235,1.1055687599711947
280,655.5478137207031,-5.191607721646626,0.24647066111365978,-0.11678753137588493
284,908.2467989603679,-4.684084014760123,-1.3121239248404488,1.427326884534624
288,923.9452812194825,-4.6374682039022455,-2.023568237256,2.1505150198936454
292,265.23831434249877,-6.691742166876793,2.514001894493898,-2.122486437857151
296,920.7074824015299,-4.65400475760301,-1.1295486074652419,1.2053200605842802
300,665.0472220680931,-5.235277147004099,-1.1445086425960516,1.2437670599330555
304,950.7906946818034,-4.651523634791374,-0.39472469567424745,0.4758495923545627
308,919.2306419372559,-4.648839849564764,-1.1647824831669116,1.1985462569528154
312,226.24390843709313,-7.106170508596633,4.1532044788201645,-3.6206229832437304
316,956.0804796854654,-4.5458179795079765,-2.6768007372816403,2.818045067124897
320,658.7438138094816,-5.192359125975407,0.4967882233206184,-0.46231662829716996
324,929.8397638956706,-4.541507706046104,-0.502869040808744,0.6501154753896925
328,961.2373257954915,-4.585863225989871,-2.12300406900338,2.278156996766726
332,931.6605659484862,-4.663943875167105,-1.2274976947978655,1.3235750877194934
336,965.1672907511394,-4.546499972542127,-0.7574763254159027,0.7892610328065026
340,951.3324592590332,-4.597516796655125,-1.1510905663845026,1.2107906652821434
344,900.7953737894694,-4.6588884095350895,-0.6660783861712036,0.7263623081975512
348,951.9986289978028,-4.531303286552429,0.061130200988716576,0.016744660834471348
352,911.2085126241047,-4.731435174743335,-1.3662523091951797,1.4758066369427576
356,614.2669691467286,-5.278364523251851,-1.9332035565376282,2.034362115859985
360,592.103468877619,-5.386060187310883,-0.0948045512040454,0.1857078725641424
364,962.0060185750325,-4.56971068183581,-1.3903053832550845,1.5125988062885072
368,942.6387682596843,-4.472849342558119,0.06614895953486366,0.10633769167794119
372,255.73628301620485,-6.692408998807271,2.42414519606779,-1.940711058676243
376,982.4489585876465,-4.572584682040744,-1.1054989711381495,1.252034467458725
380,870.2599505106607,-4.769457366731432,-1.432115029591498,1.4778102073404527
384,934.2839073181152,-4.606393800841437,-1.6116726891862023,1.6894618805911807
388,884.7452557881672,-4.732961752348476,-0.6941861017451931,0.7439624094300799
392,975.7331583658855,-4.5636974639362755,-0.09744942481888255,0.16185910701751716
396,922.8773516337077,-4.652755525377062,-2.131884212647048,2.2156980994674895
400,927.7409645080567,-4.67338897453414,-0.8859361479679745,1.0538408723142412
404,250.9364688873291,-7.30427489678065,1.8975632274937297,-1.4294498476717208
408,269.7822295188904,-6.609932412703832,1.4278736072902878,-1.1837163895368576
412,706.851301019842,-5.076784677577741,-1.0965238432315263,1.1537714531927397
416,424.4689534505208,-5.949086127457796,0.4189480226072999,-0.1658866930890967
420,961.2824534098307,-4.588026452395651,-1.7061349879639844,1.7895020190212463
424,871.3716979980469,-4.7127954181697636,-2.49106471560792,2.610550155573421
428,852.070906829834,-4.699768695566389,-1.2843358547866552,1.3486934416823915
432,797.6741406758625,-4.857012927532196,-2.1796445376576026,2.2876235442029107
436,918.5343421936036,-4.672749246160189,-0.7155650338571933,0.7788721915748384
440,300.0054151535034,-6.425835584600766,1.1334925823534527,-0.7420905371507007
444,962.7756940205892,-4.510092523362902,-1.4899861827544454,1.6302718735403485
448,960.1777921040854,-4.5481124255392285,-1.2964097099171745,1.399978737036387
452,945.7888308207193,-4.592472791671753,-1.4957337414431904,1.640644594033559
456,880.1997550964355,-4.7440001087056265,-0.780812669948985,0.8236459642648697
460,971.0090184529622,-4.648031984766325,-2.3505641253354645,2.415505805280474
464,872.1660865783691,-4.794285737805896,-0.8423753234661289,0.8971773313151465
468,463.91381123860674,-5.795270765269244,0.679171537656199,-0.4080723947948882
472,223.95234375,-7.291433950265249,2.3204327784375183,-1.7470769047737122
476,241.15364456176758,-7.415215611457825,2.685154693126678,-2.0714652395248416
480,934.8061541239421,-4.661194354295731,-2.20684023561577,2.3653683400816385
484,884.5214233398438,-4.774103194475174,-2.1152708972157495,2.228305711348851
488,892.3403849283854,-4.744959710372819,-1.1535520444171399,1.21132655011283
492,898.965806833903,-4.725781478815609,-1.3114558290845406,1.4102748827801812
496,886.2429374694824,-4.766985722714,-0.8527458109168542,1.0055351820256972
500,308.7404079437256,-6.491100614269574,1.2744636888305345,-1.107595492899418
504,816.1836385091145,-4.912739296754201,-1.7942130226227977,1.8516976651218202
508,909.6392456054688,-4.673554677102301,-2.4315595091217093,2.6469444466961756
512,854.9692156473795,-4.773916328946749,-1.436500524443626,1.505785584780905
516,932.7956245422364,-4.665991697046492,-1.0673550724983216,1.1095962170097562
520,237.1287210736956,-6.985155531338283,2.260297139769509,-1.8171263439314702
524,880.034592183431,-4.709516867995262,-0.1607021718777511,0.23834820919566702
528,862.3474901835124,-4.793138914638096,-1.4885657923451314,1.5754258079661265
532,241.23382786342074,-7.1273778563454036,3.1655264811856405,-2.3131809558187215
536,419.60487908257375,-6.014612661467659,0.1098511815071106,0.06060849516480066
540,855.8147842407227,-4.79492144783338,-1.2209509723198908,1.3019238462050755
544,936.5631080627442,-4.732142412000233,0.10829988516375627,-0.08858763178189588
548,273.48611783981323,-6.779643848538399,2.585645565049102,-2.1988397881388666
552,900.7863474527994,-4.722765813271205,-2.3787662570675217,2.4271845198339888
556,892.9885447184246,-4.760750729176733,-1.776785367468579,1.9314874486790763
560,914.424609375,-4.687663132945696,-0.5258060524414758,0.6125823517640431
564,695.1843002319335,-5.162281823880745,-0.8789030381111486,0.9403229402773308
568,324.1285771369934,-6.507444143295288,1.6509206072427336,-1.2791249727209408
572,274.4588628768921,-6.681503444910049,0.6965141722311577,-0.37612303147713344
576,913.7307675679524,-4.696139863795704,-1.5519278584927734,1.6070331186056137
580,581.9971742248534,-5.458350718021393,1.0376077053447563,-0.8264717153708141
584,878.1052963256836,-4.796503118342823,-1.6278323412329576,1.7105781190925176
588,818.9730166117351,-4.867660777436361,-2.017949864014776,2.1518065373102826
592,923.8807401021322,-4.732084621985754,0.7502382150644231,-0.6686443150043487
596,902.8038294474284,-4.755940988659859,-0.34211540048321093,0.4161653074953293
600,922.5501721700033,-4.678219411108229,-0.23086108723655346,0.2940467516581218
604,887.8175992329916,-4.748706892132759,-1.8664710113791645,1.9358757310443453
608,835.492749786377,-4.790906260410945,-1.556182858096953,1.6083833403057521
612,840.4759236653646,-4.803590786125925,-2.4471468780603676,2.697973389426867
616,839.0191734313964,-4.851839446359211,-2.521755905793462,2.6168626536925634
620,225.21750204903742,-7.1255097559520175,2.8954747208527154,-2.3231389681498205
624,887.9047030131022,-4.70129601822959,-0.8718459379729919,1.0352726668119432
628,729.5180197975851,-5.092848318995851,0.10108639536933463,-0.028646889599886857
632,897.8893597920736,-4.758159461948607,-2.604516145090262,2.69717207286093
636,380.46679399278435,-6.109152458332202,0.5111740838460348,-0.37872466687802925
640,849.3269566853842,-4.822526211539905,-1.46829530996167,1.545312714245584
644,908.9527992248535,-4.7755976766347885,-1.8718590371905721,1.9947102973858517
648,479.63317932128905,-5.793471233050028,0.8395122310767573,-0.739327039718628
652,235.32437992095947,-6.77625805636247,0.7162937797605992,-0.39110073745250684
656,891.0847910563151,-4.695100064078967,-2.080026551625795,2.16479488213857
660,925.7220873514812,-4.657832365896967,-2.7265932812200235,2.9881163676579794
664,859.9301424662273,-4.796812209818099,-0.7683696858170959,0.920412301686075
668,770.0405752008612,-4.9897069678162085,-0.5192733366917257,0.731571976705031
672,401.0944449530707,-6.102578869572393,1.0375848604849094,-0.8745788644861294
676,836.9118642171225,-4.837686310211818,-1.4548857761792735,1.5057686898443436
680,870.7082394917807,-4.837228491902351,0.573823262341062,-0.5407976643906699
684,863.9651252746582,-4.84266956978374,0.14061579173948197,-0.04779686629772191
688,950.9647165934244,-4.7227772275606785,-2.3166621372103693,2.3824249340428247
692,873.609405263265,-4.801734659406874,-0.6087802997919627,0.8062272439400354
696,916.6595097859702,-4.71783179210292,-1.747528570973211,1.846050164434645
700,949.8784009297689,-4.671476332677735,-0.7197599658432108,0.7912836150990592
704,832.1156628926595,-4.87132485376464,-1.254110942993106,1.3681656075848474
708,879.0540181477865,-4.72206128305859,-0.3664558477803237,0.45151560439003846
712,860.0229634602865,-4.920967996120453,-0.9767957856723418,1.007401270005438
716,870.8146476745604,-4.757644537422392,0.19385186076785127,-0.12333258655336171
720,469.22924255371095,-5.892468357086182,0.8383473725865284,-0.6687558710575106
724,909.9053611755371,-4.704035873214404,-0.8169448500085207,0.9281493273046281
728,841.1880282084147,-4.820638148321046,-1.4422230948202517,1.506197958191236
732,259.00290098190305,-6.706507215897242,0.7821027874946594,-0.571163186430931
736,239.87995463779995,-7.020116885503134,2.433058847132183,-1.7959583691188266
740,926.4403475443521,-4.73721881210804,-0.20567934010436556,0.3178274237447314
744,886.123843129476,-4.748615031441053,-2.3464995645607507,2.480142298009661
748,847.1544731140137,-4.846205876933205,-1.5021972707485676,1.576032535235087
752,840.0743850708008,-4.807408751712906,-2.673476331493455,2.8661306444141603
756,604.4833874789151,-5.417648734468402,0.9685908449079954,-0.8478403965632121
760,859.475282796224,-4.793446865346697,-1.0725487950206218,1.1793277045090993
764,598.7106372070313,-5.458864307403565,-1.1138891325394313,1.1941270438830056
768,875.7395540873209,-4.830324732595019,-1.2129561070275183,1.321668224202262
772,829.6810785929362,-4.933954967392816,-1.712747078357885,1.800857945614391
776,232.88116476876394,-7.061919269107637,2.1886672532185916,-1.8136196085384915
780,373.32059597439235,-6.251115750383448,0.6816305678406798,-0.479952397611406
784,792.6554826100668,-4.949344452884462,-0.9729564226180729,1.0403304053677451
788,835.7997660319011,-4.917747919758161,-1.354583297897544,1.4604297826687496
792,836.5024281819663,-4.8742040826214685,-2.063025419248475,2.119876386059655
796,893.0484886169434,-4.723701814810434,-2.0239784951218303,2.2459959725538887
800,869.5540804545085,-4.8167646245823965,-1.723316345306941,1.8056641346878477
804,880.5886192321777,-4.77323174973329,-1.9966195618164624,2.0805595328410464
808,835.9321139017741,-4.8435711314280825,-0.9893326464354889,1.1247136000129911
812,916.336279042562,-4.660648438665602,-0.9323365783111914,0.9809124002854027
816,320.01370213826493,-6.283593588405185,2.1092763586349235,-2.0003802507011974
820,922.8075525919596,-4.683902149399121,-0.39907817970961346,0.4682472040255864
824,916.5896921793619,-4.623862453632885,-2.433453252898633,2.5745168520344626
828,620.3690651633523,-5.272822427027153,-0.8802500799749837,1.0034778313203292
832,876.8343879699707,-4.686470833089617,0.4333397813141347,-0.3595118671655654
836,245.9532910346985,-6.848096430301666,2.4446587430623667,-2.11227978815635
840,688.9391815185547,-5.109292676954558,-0.6076965487816116,0.6722543452725265
844,860.0642501831055,-4.771865609619352,-2.2766087224500042,2.417947347958883
848,962.9297457377115,-4.590867923365699,-1.1225673600203456,1.1902184685071309
852,849.7359067281087,-4.809459469384617,-1.38816100928622,1.452748422159089
856,905.7170715332031,-4.747194189164373,-1.7029437210604859,1.8412372178501553
860,853.202788289388,-4.797903950015704,-1.5347468443214896,1.750131309694714
864,904.8568618774414,-4.805210060543485,-2.6594965760078697,2.8720992651250628
868,448.253595123291,-5.828561206658681,0.27961444298426313,-0.022538409233093235
4,3668.7240559895836,-9.05619414978557,2.868994006431765,-2.6652437213394378
8,3557.9829635620117,-8.754492061005699,2.964624398305185,-2.7353410138024223
12,3784.0677286783857,-8.84852248430252,3.448797581179274,-3.217446590132184
16,3579.285590616862,-8.67714755733808,2.1788041627241506,-2.0053301109208
20,7163.682580566407,-17.403207778930664,13.424331374963124,-12.59000747601191
24,3795.9346435546877,-10.834936115476818,5.7266751746336615,-5.6426241671597515
28,4562.120907592773,-12.624316096305847,8.840077266097069,-8.638116719325383
32,3526.8816050211585,-8.788956029547585,2.961028563376102,-2.8178226563665603
36,3557.7388448079428,-8.580135547452503,2.9130657781743343,-2.8448217915164102
40,4323.5926071167,-12.166421820720037,8.21995515326659,-8.00428147315979
44,3362.599937947591,-8.31053011947208,2.6188464846255055,-2.5619096332126197
48,3594.3835144042964,-8.267843921979267,3.392572690049808,-3.3030075059996706
52,3545.4919057210286,-8.402546928988563,2.299367844735065,-2.2715817653470567
56,3680.3501393636066,-8.11170780658722,2.9108705111261868,-2.860946332414945
60,3613.799685668945,-8.171757300694782,2.8227623431632916,-2.79387742181619
64,3815.354524739583,-10.166982147428724,5.542896187746966,-5.2622337323647965
68,3634.8072525024418,-8.17152938246727,2.5193097406584357,-2.447283838523759
72,3587.2929280598955,-7.9591195119751825,1.28833753921402,-1.2571617129776214
76,3623.0427501331674,-8.38687334277413,2.4107623750343916,-2.3703622171373078
80,3724.543552652995,-7.918534792131847,2.5401687423181203,-2.4800628456804485
84,3574.3095825195314,-7.8998607993125916,3.0688239790499208,-2.851045784685347
88,3618.7578969319666,-7.718503905667199,2.7366419945947005,-2.6940019438664113
92,3654.0054707845047,-7.811607678731283,2.3757924752723842,-2.294497174355719
96,3656.983683268229,-7.5253651903735275,2.949410478936301,-2.8320895857281156
100,3681.4295745849613,-7.72606584098604,2.390310801193118,-2.2554136458370415
104,3517.1859263102215,-7.55867862370279,1.5140925977999964,-1.404313294092814
108,4900.400641741071,-11.631149541764032,7.318054989406041,-6.726968587012518
112,3418.857461547852,-7.39592178662618,1.2094962534624047,-1.1145747300651336
116,3584.1400970458985,-7.379788080851237,1.274145950232115,-1.1842266023159027
120,3618.5645548502607,-7.1257743073834305,1.2178355541080237,-1.1110237989160752
124,3381.179962158203,-7.059445987145106,1.6305565553251657,-1.5587374687194822
128,3587.5931070963543,-7.203645414776273,1.0711587477992806,-0.9713613364431595
132,3529.355744425455,-6.937871482637194,1.689241819952925,-1.6188807384835349
136,3699.0234486897784,-6.8866903483867645,2.456688012451761,-2.35629059639242
140,3742.658242797852,-6.871003220478694,0.8748686704060271,-0.8089222381512325
144,3484.9275029962714,-7.656734748320146,3.7266243047786483,-3.583141301978718
148,3618.2430526733397,-6.717240704430474,1.412376435390777,-1.2930969566106796
152,3734.9483571370442,-6.618727485338847,1.6288235691272548,-1.4599744131167731
156,5022.590970284598,-10.664580231621152,7.046781270844596,-6.252506877127147
160,3517.063377888998,-6.511449681388007,0.18414937628743522,-0.0058322724368834455
164,3646.7896046956384,-6.490947918759451,0.8940108244126248,-0.8476564877563052
